".id"	"X"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalues"	"rank"	"leading_edge"	"core_enrichment"
"1"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0033700"	"GO:0033700"	"phospholipid efflux"	11	0.990925088802599	1.60868503996493	0.00171821305841924	0.127162408938284	0.113123738519429	36	"tags=18%, list=0%, signal=18%"	"348/341"
"2"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0072578"	"GO:0072578"	"neurotransmitter-gated ion channel clustering"	11	0.990094093121815	1.60733598711012	0.00171821305841924	0.127162408938284	0.113123738519429	10	"tags=9%, list=0%, signal=9%"	"348"
"3"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0006681"	"GO:0006681"	"galactosylceramide metabolic process"	11	0.986872867880431	1.60210659397564	0.00515463917525773	0.150576636904762	0.133953046679198	8	"tags=9%, list=0%, signal=9%"	"5660"
"4"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0019374"	"GO:0019374"	"galactolipid metabolic process"	12	0.986860654165319	1.61907917668372	0.00519031141868512	0.150576636904762	0.133953046679198	8	"tags=8%, list=0%, signal=8%"	"5660"
"5"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:1902950"	"GO:1902950"	"regulation of dendritic spine maintenance"	10	0.985515523299231	1.57720101537038	0.00694444444444444	0.171268380408336	0.152360431386305	10	"tags=10%, list=0%, signal=10%"	"348"
"6"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0061478"	"GO:0061478"	"response to platelet aggregation inhibitor"	13	0.985291464970733	1.6263996330464	0.00520833333333333	0.150576636904762	0.133953046679198	3	"tags=8%, list=0%, signal=8%"	"60"
"7"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002475"	"GO:0002475"	"antigen processing and presentation via MHC class Ib"	15	0.9844305594095	1.64175260873335	0.00347826086956522	0.145604982406439	0.129530260510133	113	"tags=33%, list=1%, signal=33%"	"567/3106/3105/3133/3134"
"8"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0019883"	"GO:0019883"	"antigen processing and presentation of endogenous antigen"	21	0.98441925901083	1.69809812907762	0.00340715502555366	0.145604982406439	0.129530260510133	128	"tags=33%, list=1%, signal=33%"	"567/972/3106/3105/3133/3134/6890"
"9"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:1900121"	"GO:1900121"	"negative regulation of receptor binding"	12	0.984263399743511	1.61481802741897	0.00519031141868512	0.150576636904762	0.133953046679198	2	"tags=8%, list=0%, signal=8%"	"567"
"10"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002483"	"GO:0002483"	"antigen processing and presentation of endogenous peptide antigen"	14	0.983298218959697	1.62955013038834	0.00352112676056338	0.145604982406439	0.129530260510133	128	"tags=43%, list=1%, signal=43%"	"567/3106/3105/3133/3134/6890"
"11"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0019885"	"GO:0019885"	"antigen processing and presentation of endogenous peptide antigen via MHC class I"	14	0.983298218959697	1.62955013038834	0.00352112676056338	0.145604982406439	0.129530260510133	128	"tags=43%, list=1%, signal=43%"	"567/3106/3105/3133/3134/6890"
"12"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0045416"	"GO:0045416"	"positive regulation of interleukin-8 biosynthetic process"	12	0.979102035102662	1.60635010646377	0.0069204152249135	0.171268380408336	0.152360431386305	4	"tags=8%, list=0%, signal=8%"	"972"
"13"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0060346"	"GO:0060346"	"bone trabecula formation"	10	0.978937316838756	1.56667337408672	0.00868055555555556	0.179966874534521	0.160098615832943	154	"tags=20%, list=1%, signal=20%"	"1277/4313"
"14"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0035627"	"GO:0035627"	"ceramide transport"	10	0.978647918289962	1.56621022594322	0.00868055555555556	0.179966874534521	0.160098615832943	8	"tags=10%, list=0%, signal=10%"	"5660"
"15"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0032372"	"GO:0032372"	"negative regulation of sterol transport"	11	0.978526708589289	1.5885572936859	0.00687285223367698	0.171268380408336	0.152360431386305	36	"tags=9%, list=0%, signal=9%"	"341"
"16"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0032375"	"GO:0032375"	"negative regulation of cholesterol transport"	11	0.978526708589289	1.5885572936859	0.00687285223367698	0.171268380408336	0.152360431386305	36	"tags=9%, list=0%, signal=9%"	"341"
"17"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0071281"	"GO:0071281"	"cellular response to iron ion"	10	0.978522066631798	1.56600881525171	0.00868055555555556	0.179966874534521	0.160098615832943	279	"tags=30%, list=2%, signal=30%"	"567/30061/3162"
"18"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:2001279"	"GO:2001279"	"regulation of unsaturated fatty acid biosynthetic process"	11	0.97833946899676	1.58825332567177	0.00687285223367698	0.171268380408336	0.152360431386305	15	"tags=18%, list=0%, signal=18%"	"972/301"
"19"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0051238"	"GO:0051238"	"sequestering of metal ion"	15	0.977968038811677	1.63097494651121	0.00347826086956522	0.145604982406439	0.129530260510133	13	"tags=13%, list=0%, signal=13%"	"2512/2495"
"20"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0001916"	"GO:0001916"	"positive regulation of T cell mediated cytotoxicity"	24	0.97718587642308	1.74320712497266	0.00324149108589951	0.145604982406439	0.129530260510133	113	"tags=21%, list=1%, signal=21%"	"567/3106/3105/3133/3134"
